,ArticleIds,AuthorList,DOI,EPubDate,FullJournalName,Id,Issue,Item,Pages,PubDate,SO,Source,Title,Volume
1626,"{'pubmed': [], 'medline': [], 'pmid': '17118516', 'doi': '10.1016/j.biopsycho.2005.10.010', 'pmcid': 'PMC2577379', 'MID': 'NIHMS16369'}",['Katz LF'],10.1016/j.biopsycho.2005.10.010,2006 Nov 22,Biological psychology,2577379,2,[],154-164,2006 Nov 22,2006 Nov 22;74(2):154-164,Biol Psychol,Domestic Violence and Vagal Reactivity to Peer Provocation,74
1627,"{'pubmed': [], 'medline': [], 'pmid': '17107695', 'doi': '10.1016/j.physbeh.2006.09.037', 'pmcid': 'PMC1839927', 'MID': 'NIHMS18354'}","['Grippo AJ', 'Lamb DG', 'Carter CS', 'Porges SW']",10.1016/j.physbeh.2006.09.037,2006 Nov 14,Physiology & behavior,1839927,2-3,[],386-393,2006 Nov 14,2006 Nov 14;90(2-3):386-393,Physiol Behav,Cardiac regulation in the socially monogamous prairie vole,90
1628,"{'pubmed': [], 'medline': [], 'pmid': '17138310', 'doi': '10.1016/j.infbeh.2006.07.011', 'pmcid': 'PMC1821345', 'MID': 'NIHMS14818'}","['Field T', 'Diego MA', 'Hernandez-Reif M', 'Deeds O', 'Figuereido B']",10.1016/j.infbeh.2006.07.011,2006 Nov 13,Infant behavior & development,1821345,4,[],574-578,2006 Nov 13,2006 Nov 13;29(4):574-578,Infant Behav Dev,Moderate Versus Light Pressure Massage Therapy Leads to Greater Weight Gain in Preterm Infants,29
1629,"{'pubmed': [], 'medline': [], 'pmid': '17067734', 'doi': '10.1016/j.biopsycho.2005.09.00', 'pmcid': 'PMC1828207', 'MID': 'NIHMS16384'}","['Denver JW', 'Reed SF', 'Porges SW']",10.1016/j.biopsycho.2005.09.00,2006 Oct 25,Biological psychology,1828207,2,[],286-294,2006 Oct 25,2006 Oct 25;74(2):286-294,Biol Psychol,Methodological Issues in the Quantification of Respiratory Sinus Arrhythmia,74
1630,"{'pubmed': [], 'medline': [], 'pmid': '17056142', 'doi': '10.1016/j.ijpsycho.2006.08.00', 'pmcid': 'PMC1790728', 'MID': 'NIHMS16211'}","['Bazhenova OV', 'Stroganova TA', 'Doussard-Roosevelt JA', 'Posikera IA', 'Porges SW']",10.1016/j.ijpsycho.2006.08.00,2006 Oct 23,International journal of psychophysiology : official journal of the International Organization of Psychophysiology,1790728,1,[],64-76,2006 Oct 23,2006 Oct 23;63(1):64-76,Int J Psychophysiol,Physiological responses of 5-month-old infants to smiling and blank faces,63
1631,"{'pubmed': [], 'medline': [], 'pmid': '17055142', 'doi': '10.1016/j.biopsycho.2006.08.007', 'pmcid': 'PMC1828879', 'MID': 'NIHMS16382'}",['Porges SW'],10.1016/j.biopsycho.2006.08.007,2006 Oct 19,Biological psychology,1828879,2,[],301-307,2006 Oct 19,2006 Oct 19;74(2):301-307,Biol Psychol,A phylogenetic journey through the vague and ambiguous Xth cranial nerve: A commentary on contemporary heart rate variability research,74
1632,"{'pubmed': [], 'medline': [], 'pmid': '17055141', 'doi': '10.1016/j.biopsycho.2006.09.005', 'pmcid': 'PMC2773670', 'MID': 'NIHMS16383'}","['Calkins SD', 'Graziano PA', 'Keane SP']",10.1016/j.biopsycho.2006.09.005,2006 Oct 18,Biological psychology,2773670,2,[],144-153,2006 Oct 18,2006 Oct 18;74(2):144-153,Biol Psychol,Cardiac vagal regulation differentiates among children at risk for behavior problems,74
1633,"{'pubmed': [], 'medline': [], 'pmid': '17049418', 'doi': '10.1016/j.biopsycho.2006.06.009', 'pmcid': 'PMC1868418', 'MID': 'NIHMS16373'}",['Porges SW'],10.1016/j.biopsycho.2006.06.009,2006 Oct 16,Biological psychology,1868418,2,[],116-143,2006 Oct 16,2006 Oct 16;74(2):116-143,Biol Psychol,The Polyvagal Perspective,74
1634,"{'pubmed': [], 'medline': [], 'pmid': '17045726', 'doi': '10.1016/j.biopsycho.2005.08.008', 'pmcid': 'PMC1801075', 'MID': 'NIHMS16376'}","['Beauchaine TP', 'Gatzke-Kopp L', 'Mead HK']",10.1016/j.biopsycho.2005.08.008,2006 Oct 12,Biological psychology,1801075,2,[],174-184,2006 Oct 12,2006 Oct 12;74(2):174-184,Biol Psychol,Polyvagal Theory and Developmental Psychopathology: Emotion Dysregulation and Conduct Problems from Preschool to Adolescence,74
1635,"{'pubmed': [], 'medline': [], 'pmid': '17034928', 'doi': '10.1016/j.biopsycho.2006.07.006', 'pmcid': 'PMC1804292', 'MID': 'NIHMS16375'}","['Masi CM', 'Hawkley LC', 'Rickett EM', 'Cacioppo JT']",10.1016/j.biopsycho.2006.07.006,2006 Oct 10,Biological psychology,1804292,2,[],212-223,2006 Oct 10,2006 Oct 10;74(2):212-223,Biol Psychol,"Respiratory Sinus Arrhythmia and Diseases of Aging: Obesity, Diabetes Mellitus, and Hypertension.",74
1636,"{'pubmed': [], 'medline': [], 'pmid': '17011823', 'doi': '10.1016/j.clinph.2006.07.314', 'pmcid': 'PMC2289770', 'MID': 'NIHMS14838'}","['Togo F', 'Cherniack NS', 'Natelson BH']",10.1016/j.clinph.2006.07.314,2006 Oct 2,Clinical neurophysiology : official journal of the International Federation of Clinical Neurophysiology,2289770,12,[],2597-2603,2006 Oct 2,2006 Oct 2;117(12):2597-2603,Clin Neurophysiol,Electroencephalogram Characteristics of Autonomic Arousals During Sleep in Healthy Men,117
1637,"{'pubmed': [], 'medline': [], 'pmid': '16919175', 'doi': '10.1186/cc4983', 'pmcid': 'PMC1751018'}","['Gatheral T', 'Bennett ED']",10.1186/cc4983,2006 Aug 15,Critical Care,1751018,4,[],225,2006 Aug 15,2006 Aug 15;10(4):225,Crit Care,Year in review 2005: Critical Care – cardiology,10
1638,"{'pubmed': [], 'medline': [], 'pmid': '21776177', 'doi': '10.1002/imhj.20097', 'pmcid': 'PMC3138550', 'MID': 'NIHMS288778'}","['Schuetze P', 'Lawton D', 'Eiden RD']",10.1002/imhj.20097,,Infant mental health journal,3138550,4,[],383-404,2006 Jul-Aug,2006 Jul-Aug;27(4):383-404,Infant Ment Health J,Prenatal Cocaine Exposure and Infant Sleep at 7 Months of age: The Influence of the Caregiving Environment,27
1639,"{'pubmed': [], 'medline': [], 'pmid': '18648636', 'doi': '10.2203/dose-response.004.01.002.Thayer', 'pmcid': 'PMC2477656'}",['Thayer JF'],10.2203/dose-response.004.01.002.Thayer,2006 Jun 20,Dose-Response,2477656,1,[],2-21,2006 Jun 20,2006 Jun 20;4(1):2-21,Dose Response,On the Importance of Inhibition: Central and Peripheral Manifestations of Nonlinear Inhibitory Processes in Neural Systems,4
1640,"{'pubmed': [], 'medline': [], 'pmid': '16780581', 'doi': '10.1186/1472-6793-6-5', 'pmcid': 'PMC1523191'}","['Sica AL', 'Zhao N']",10.1186/1472-6793-6-5,2006 Jun 16,BMC Physiology,1523191,,[],5,2006 Jun 16,2006 Jun 16;6:5,BMC Physiol,Heart rate variability in conscious neonatal swine: spectral features and responses to short-term intermittent hypoxia,6
1641,"{'pubmed': [], 'medline': [], 'pmid': '16768800', 'doi': '10.1186/1471-2261-6-27', 'pmcid': 'PMC1523370'}","['Thakre TP', 'Smith ML']",10.1186/1471-2261-6-27,2006 Jun 12,BMC Cardiovascular Disorders,1523370,,[],27,2006 Jun 12,2006 Jun 12;6:27,BMC Cardiovasc Disord,Loss of lag-response curvilinearity of indices of heart rate variability in congestive heart failure,6
1642,"{'pubmed': [], 'medline': [], 'pmid': '16710322', 'doi': '10.1038/sj.npp.1301085', 'pmcid': 'PMC1780169', 'MID': 'NIHMS15862'}","['Wood SK', 'Verhoeven RE', 'Savit AZ', 'Rice KC', 'Fischbach PS', 'Woods JH']",10.1038/sj.npp.1301085,2006 May 3,Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology,1780169,12,[],2580-2590,2006 May 3,2006 May 3;31(12):2580-2590,Neuropsychopharmacology,Facilitation of Cardiac Vagal Activity by CRF-R1 Antagonists during Swim Stress in Rats,31
1643,"{'pubmed': [], 'medline': [], 'pmid': '16597811', 'doi': '10.1136/pgmj.2005.037457', 'pmcid': 'PMC2579630'}","['Naschitz JE', 'Slobodin G', 'Elias N', 'Rosner I']",10.1136/pgmj.2005.037457,,Postgraduate Medical Journal,2579630,966,[],246-253,2006 Apr,2006 Apr;82(966):246-253,Postgrad Med J,The patient with supine hypertension and orthostatic hypotension: a clinical dilemma,82
1644,"{'pubmed': [], 'medline': [], 'pmid': '16605566', 'doi': '10.1103/PhysRevE.73.031915', 'pmcid': 'PMC2140229', 'MID': 'NIHMS24861'}","['Chen Z', 'Hu K', 'Stanley HE', 'Novak V', 'Ivanov PC']",10.1103/PhysRevE.73.031915,2006 Mar 15,"Physical review. E, Statistical, nonlinear, and soft matter physics",2140229,3 Pt 1,[],031915,2006 Mar 15,2006 Mar 15;73(3 Pt 1):031915,Phys Rev E Stat Nonlin Soft Matter Phys,Cross-correlation of instantaneous phase increments in pressure-flow fluctuations: Applications to cerebral autoregulation,73
1645,"{'pubmed': [], 'medline': [], 'pmid': '16527859', 'doi': '10.1113/jphysiol.2005.103622', 'pmcid': 'PMC1780020'}","['Mandel DA', 'Schreihofer AM']",10.1113/jphysiol.2005.103622,2006 Mar 9,The Journal of Physiology,1780020,Pt 3,[],881-896,2006 Mar 9,2006 Mar 9;572(Pt 3):881-896,J Physiol,Central respiratory modulation of barosensitive neurones in rat caudal ventrolateral medulla,572
1646,"{'pubmed': [], 'medline': [], 'pmid': '16513674', 'doi': '10.1113/jphysiol.2005.103028', 'pmcid': 'PMC1780016'}","['Fisher JP', 'Ogoh S', 'Dawson EA', 'Fadel PJ', 'Secher NH', 'Raven PB', 'White MJ']",10.1113/jphysiol.2005.103028,2006 Mar 2,The Journal of Physiology,1780016,Pt 3,[],869-880,2006 Mar 2,2006 Mar 2;572(Pt 3):869-880,J Physiol,Cardiac and vasomotor components of the carotid baroreflex control of arterial blood pressure during isometric exercise in humans,572
1647,"{'pubmed': [], 'medline': [], 'pmid': '16446396', 'doi': '10.116110.1161/01.HYP.0000202595.69583.42', 'pmcid': 'PMC1388264', 'MID': 'NIHMS8088'}","['Lipsitz LA', 'Iloputaife I', 'Gagnon M', 'Kiely DK', 'Serrador JM']",10.116110.1161/01.HYP.0000202595.69583.42,2006 Jan 30,Hypertension,1388264,3,[],377-383,2006 Jan 30,2006 Jan 30;47(3):377-383,Hypertension,Enhanced Vasoreactivity and Its Response to Antihypertensive Therapy in Hypertensive Elderly Women,47
1648,"{'pubmed': [], 'medline': [], 'pmid': '22282638', 'doi': '10.1093/jpepsy/jsj036', 'pmcid': 'PMC3265017', 'MID': 'NIHMS307287'}","['Coles CD', 'Black MM']",10.1093/jpepsy/jsj036,,Journal of pediatric psychology,3265017,1,[],1-4,2006 Jan,2006 Jan;31(1):1-4,J Pediatr Psychol,"Introduction to the Special Issue: Impact of Prenatal Substance Exposure on Children’s Health, Development, School Performance, and Risk Behavior",31
1649,"{'pubmed': [], 'medline': [], 'pmid': '16259639', 'doi': '10.1186/1475-925X-4-62', 'pmcid': 'PMC1291379'}","['Hayano J', 'Barros AK', 'Kamiya A', 'Ohte N', 'Yasuma F']",10.1186/1475-925X-4-62,2005 Nov 1,BioMedical Engineering OnLine,1291379,,[],62,2005 Nov 1,2005 Nov 1;4:62,Biomed Eng Online,Assessment of pulse rate variability by the method of pulse frequency demodulation,4
1650,"{'pubmed': [], 'medline': [], 'pmid': '16242967', 'doi': '10.1016/j.neuroimage.2005.09.016', 'pmcid': 'PMC2670202', 'MID': 'NIHMS86103'}","['Diamond SG', 'Huppert TJ', 'Kolehmainen V', 'Franceschini MA', 'Kaipio JP', 'Arridge SR', 'Boas DA']",10.1016/j.neuroimage.2005.09.016,2005 Oct 20,NeuroImage,2670202,1,[],88-101,2005 Oct 20,2005 Oct 20;30(1):88-101,Neuroimage,Dynamic physiological modeling for functional diffuse optical tomography,30
1651,"{'pubmed': [], 'medline': [], 'pmid': '16287397', 'doi': '10.1037/0022-006X.73.5.972', 'pmcid': 'PMC4662961', 'MID': 'NIHMS738402'}","['Lorber MF', 'O’Leary SG']",10.1037/0022-006X.73.5.972,,Journal of consulting and clinical psychology,4662961,5,[],972-981,2005 Oct,2005 Oct;73(5):972-981,J Consult Clin Psychol,"Mediated Paths to Overreactive Discipline: Mothers’ Experienced Emotion, Appraisals, and Physiological Responses",73
1652,"{'pubmed': [], 'medline': [], 'pmid': '16176384', 'doi': '10.1111/j.1469-8986.2005.00347.x', 'pmcid': 'PMC1564191', 'MID': 'NIHMS11993'}","['SLOAN DM', 'EPSTEIN EM']",10.1111/j.1469-8986.2005.00347.x,,Psychophysiology,1564191,5,[],611-615,2005 Sep,2005 Sep;42(5):611-615,Psychophysiology,Respiratory sinus arrhythmia predicts written disclosure outcome,42
1653,"{'pubmed': [], 'medline': [], 'pmid': '17148239', 'doi': '10.1098/rsbl.2005.0365', 'pmcid': 'PMC1626384'}","['Campbell HA', 'Taylor EW', 'Egginton S']",10.1098/rsbl.2005.0365,2005 Aug 31,Biology Letters,1626384,4,[],484-487,2005 Aug 31,2005 Aug 31;1(4):484-487,Biol Lett,Does respiratory sinus arrhythmia occur in fishes?,1
1654,"{'pubmed': [], 'medline': [], 'pmid': '16330349', 'doi': '10.1289/ehp.8145', 'pmcid': 'PMC1314907'}","['Chuang KJ', 'Chan CC', 'Chen NT', 'Su TC', 'Lin LY']",10.1289/ehp.8145,2005 Aug 8,Environmental Health Perspectives,1314907,12,[],1693-1697,2005 Aug 8,2005 Aug 8;113(12):1693-1697,Environ Health Perspect,Effects of Particle Size Fractions on Reducing Heart Rate Variability in Cardiac and Hypertensive Patients,113
1655,"{'pubmed': [], 'medline': [], 'pmid': '16048652', 'doi': '10.1186/1471-2466-5-9', 'pmcid': 'PMC1208915'}","['Gates GJ', 'Mateika SE', 'Mateika JH']",10.1186/1471-2466-5-9,2005 Jul 27,BMC Pulmonary Medicine,1208915,,[],9,2005 Jul 27,2005 Jul 27;5:9,BMC Pulm Med,Heart rate variability in non-apneic snorers and controls before and after continuous positive airway pressure,5
1656,"{'pubmed': [], 'medline': [], 'pmid': '16362675', 'doi': '10.1007/s10194-005-0196-8', 'pmcid': 'PMC3452003'}","['Meineri P', 'Pellegrino G', 'Rosso MG', 'Grasso E']",10.1007/s10194-005-0196-8,2005 Jul 20,The Journal of Headache and Pain,3452003,4,[],240-243,2005 Jul 20,2005 Jul 20;6(4):240-243,J Headache Pain,Systemic autonomic involvement in episodic cluster headache: a comparison between active and remission periods,6
1657,"{'pubmed': [], 'medline': [], 'pmid': '15976169', 'doi': '10.1136/bjsm.2004.014134', 'pmcid': 'PMC1725254'}","['Blain G', 'Meste O', 'Bouchard T', 'Bermon S', 'Segura R']",10.1136/bjsm.2004.014134,,British Journal of Sports Medicine,1725254,7,[],448-452,2005 Jul,2005 Jul;39(7):448-452,Br J Sports Med,Assessment of ventilatory thresholds during graded and maximal exercise test using time varying analysis of respiratory sinus arrhythmia,39
1658,"{'pubmed': [], 'medline': [], 'pmid': '16943869', 'pmcid': 'PMC1431594'}","['Stein PK', 'Reddy A']",,2005 Jul 1,Indian Pacing and Electrophysiology Journal,1431594,3,[],210-220,2005 Jul 1,2005 Jul 1;5(3):210-220,Indian Pacing Electrophysiol J,Non-Linear Heart Rate Variability and Risk Stratification in Cardiovascular Disease,5
1659,"{'pubmed': [], 'medline': [], 'pmid': '15920001', 'doi': '10.1177/1099800405275657', 'pmcid': 'PMC1400848', 'MID': 'NIHMS3403'}","['Carrère S', 'Yoshimoto D', 'Mittmann A', 'Woodin EM', 'Tabares A', 'Ullman J', 'Swanson C', 'Hawkins M']",10.1177/1099800405275657,,Biological research for nursing,1400848,1,[],30-43,2005 Jul,2005 Jul;7(1):30-43,Biol Res Nurs,The Roles of Marriage and Anger Dysregulation in Biobehavioral Stress Responses,7
1660,"{'pubmed': [], 'medline': [], 'pmid': '15985159', 'doi': '10.1186/1465-9921-6-64', 'pmcid': 'PMC1200564'}","['Graham MR', 'Haberman CJ', 'Brewster JF', 'Girling LG', 'McManus BM', 'Mutch WA']",10.1186/1465-9921-6-64,2005 Jun 28,Respiratory Research,1200564,1,[],64,2005 Jun 28,2005 Jun 28;6(1):64,Respir Res,Mathematical modelling to centre low tidal volumes following acute lung injury: A study with biologically variable ventilation,6
1661,"{'pubmed': [], 'medline': [], 'pmid': '16849198', 'doi': '10.1098/rsif.2005.0043', 'pmcid': 'PMC1578266'}","['Brewster JF', 'Graham MR', 'Mutch WA']",10.1098/rsif.2005.0043,2005 Jun 7,Journal of the Royal Society Interface,1578266,4,[],393-396,2005 Jun 7,2005 Jun 7;2(4):393-396,J R Soc Interface,"Convexity, Jensen's inequality and benefits of noisy mechanical ventilation",2
1662,"{'pubmed': [], 'medline': [], 'pmid': '15908480', 'doi': '10.1136/hrt.2004.059071', 'pmcid': 'PMC1860750'}","['Sugao M', 'Fujiki A', 'Sakabe M', 'Nishida K', 'Tsuneda T', 'Iwamoto J', 'Mizumaki K', 'Inoue H']",10.1136/hrt.2004.059071,2005 May 20,Heart,1860750,2,[],201-207,2005 May 20,2005 May 20;92(2):201-207,Heart,New quantitative methods for evaluation of dynamic changes in QT interval on 24 hour Holter ECG recordings: QT interval in idiopathic ventricular fibrillation and long QT syndrome,92
1663,"{'pubmed': [], 'medline': [], 'pmid': '15890708', 'doi': '10.1113/jphysiol.2005.084541', 'pmcid': 'PMC1464761'}","['Ogoh S', 'Fisher JP', 'Dawson EA', 'White MJ', 'Secher NH', 'Raven PB']",10.1113/jphysiol.2005.084541,2005 May 12,The Journal of Physiology,1464761,Pt 2,[],599-611,2005 May 12,2005 May 12;566(Pt 2):599-611,J Physiol,Autonomic nervous system influence on arterial baroreflex control of heart rate during exercise in humans,566
1664,"{'pubmed': [], 'medline': [], 'pmid': '15882460', 'doi': '10.1186/1465-9921-6-41', 'pmcid': 'PMC1142342'}","['Mutch WA', 'Graham MR', 'Girling LG', 'Brewster JF']",10.1186/1465-9921-6-41,2005 May 9,Respiratory Research,1142342,1,[],41,2005 May 9,2005 May 9;6(1):41,Respir Res,Fractal ventilation enhances respiratory sinus arrhythmia,6
1665,"{'pubmed': [], 'medline': [], 'pmid': '15788714', 'doi': '10.1093/jpepsy/jsj022', 'pmcid': 'PMC3093101', 'MID': 'NIHMS288777'}","['Schuetze P', 'Eiden RD']",10.1093/jpepsy/jsj022,2005 Mar 23,Journal of pediatric psychology,3093101,1,[],15-26,2005 Mar 23,2005 Mar 23;31(1):15-26,J Pediatr Psychol,The Association Between Maternal Cocaine Use During Pregnancy and Physiological Regulation in 4- to 8-Week-Old Infants: An Examination of Possible Mediators and Moderators,31
1666,"{'pubmed': [], 'medline': [], 'pmid': '16079061', 'doi': '10.1289/ehp.7938', 'pmcid': 'PMC1280331'}","['Delfino RJ', 'Sioutas C', 'Malik S']",10.1289/ehp.7938,2005 Mar 16,Environmental Health Perspectives,1280331,8,[],934-946,2005 Mar 16,2005 Mar 16;113(8):934-946,Environ Health Perspect,Potential Role of Ultrafine Particles in Associations between Airborne Particle Mass and Cardiovascular Health,113
1667,"{'pubmed': [], 'medline': [], 'pmid': '15661436', 'doi': '10.1016/j.pain.2004.10.020', 'pmcid': 'PMC1447527', 'MID': 'NIHMS4619'}","['Grunau RE', 'Holsti L', 'Haley DW', 'Oberlander T', 'Weinberg J', 'Solimano A', 'Whitfield MF', 'Fitzgerald C', 'Yu W']",10.1016/j.pain.2004.10.020,,Pain,1447527,3,[],293-300,2005 Feb,2005 Feb;113(3):293-300,Pain,Neonatal procedural pain exposure predicts lower cortisol and behavioral reactivity in preterm infants in the NICU,113
1668,"{'pubmed': [], 'medline': [], 'pmid': '15774044', 'doi': '10.1186/cc3042', 'pmcid': 'PMC1175925'}","['Soares PP', 'Moreno AM', 'Cravo SL', 'Nóbrega AC']",10.1186/cc3042,2005 Jan 26,Critical Care,1175925,2,[],R124-R131,2005 Jan 26,2005 Jan 26;9(2):R124-R131,Crit Care,Coronary artery bypass surgery and longitudinal evaluation of the autonomic cardiovascular function,9
1669,"{'pubmed': [], 'medline': [], 'pmid': '16046367', 'doi': '10.1097/01.psy.0000170335.92770.7a', 'pmcid': 'PMC2247436', 'MID': 'NIHMS39252'}","['Gianaros PJ', 'Salomon K', 'Zhou F', 'Owens JF', 'Edmundowicz D', 'Kuller LH', 'Matthews KA']",10.1097/01.psy.0000170335.92770.7a,,Psychosomatic medicine,2247436,4,[],553-560,2005,2005;67(4):553-560,Psychosom Med,A Greater Reduction in High-Frequency Heart Rate Variability to a Psychological Stressor is Associated With Subclinical Coronary and Aortic Calcification in Postmenopausal Women,67
1670,"{'pubmed': [], 'medline': [], 'pmid': '15897794', 'pmcid': 'PMC1413971', 'MID': 'NIHMS3401'}","['Carrère S', 'Mittmann A', 'Woodin E', 'Tabares A', 'Yoshimoto D']",,,Nursing research,1413971,3,[],184-192,2005,2005;54(3):184-192,Nurs Res,"Anger Dysregulation, Depressive Symptoms, and Health in Married Women and Men",54
1671,"{'pubmed': [], 'medline': [], 'pmid': '15563735', 'doi': '10.1186/1475-925X-3-44', 'pmcid': 'PMC538288'}","['Cysarz D', 'Bettermann H', 'Lange S', 'Geue D', 'van Leeuwen P']",10.1186/1475-925X-3-44,2004 Nov 25,BioMedical Engineering OnLine,538288,,[],44,2004 Nov 25,2004 Nov 25;3:44,Biomed Eng Online,A quantitative comparison of different methods to detect cardiorespiratory coordination during night-time sleep,3
1672,"{'pubmed': [], 'medline': [], 'pmid': '15486114', 'doi': '10.1136/hrt.2003.026146', 'pmcid': 'PMC1768543'}",['Frenneaux MP'],10.1136/hrt.2003.026146,,Heart,1768543,11,[],1248-1255,2004 Nov,2004 Nov;90(11):1248-1255,Heart,Autonomic changes in patients with heart failure and in post-myocardial infarction patients,90
1673,"{'pubmed': [], 'medline': [], 'pmid': '15513949', 'doi': '10.1113/jphysiol.2004.062927', 'pmcid': 'PMC1665357'}","['Luo Z', 'Costy-Bennett S', 'Fregosi RF']",10.1113/jphysiol.2004.062927,2004 Oct 28,The Journal of Physiology,1665357,Pt 2,[],387-393,2004 Oct 28,2004 Oct 28;561(Pt 2):387-393,J Physiol,Prenatal nicotine exposure increases the strength of GABAA receptor-mediated inhibition of respiratory rhythm in neonatal rats,561
1674,"{'pubmed': [], 'medline': [], 'pmid': '15254153', 'doi': '10.1113/jphysiol.2004.066969', 'pmcid': 'PMC1665190'}","['Hamner JW', 'Cohen MA', 'Mukai S', 'Lipsitz LA', 'Taylor JA']",10.1113/jphysiol.2004.066969,2004 Jul 22,The Journal of Physiology,1665190,Pt 3,[],965-973,2004 Jul 22,2004 Jul 22;559(Pt 3):965-973,J Physiol,Spectral indices of human cerebral blood flow control: responses to augmented blood pressure oscillations,559
1675,"{'pubmed': [], 'medline': [], 'pmid': '15260880', 'doi': '10.1186/1475-925X-3-24', 'pmcid': 'PMC493278'}","['Acharya U R', 'N K', 'Sing OW', 'Ping LY', 'Chua T']",10.1186/1475-925X-3-24,2004 Jul 20,BioMedical Engineering OnLine,493278,,[],24,2004 Jul 20,2004 Jul 20;3:24,Biomed Eng Online,Heart rate analysis in normal subjects of various age groups,3
1676,"{'pubmed': [], 'medline': [], 'pmid': '15189475', 'doi': '10.1111/1469-8986.2004.00179.x', 'pmcid': 'PMC4301264', 'MID': 'NIHMS654797'}","['GIANAROS PJ', 'VEEN FM', 'JENNINGS JR']",10.1111/1469-8986.2004.00179.x,,Psychophysiology,4301264,4,[],521-530,2004 Jul,2004 Jul;41(4):521-530,Psychophysiology,Regional cerebral blood flow correlates with heart period and high-frequency heart period variability during working-memory tasks: Implications for the cortical and subcortical regulation of cardiac autonomic activity,41
1677,"{'pubmed': [], 'medline': [], 'pmid': '15306414', 'doi': '10.1098/rstb.2004.1477', 'pmcid': 'PMC1693378'}","['Sears CE', 'Ashley EA', 'Casadei B']",10.1098/rstb.2004.1477,,Philosophical Transactions of the Royal Society B: Biological Sciences,1693378,1446,[],1021-1044,2004 Jun 29,2004 Jun 29;359(1446):1021-1044,Philos Trans R Soc Lond B Biol Sci,Nitric oxide control of cardiac function: is neuronal nitric oxide synthase a key component?,359
1678,"{'pubmed': [], 'medline': [], 'pmid': '15144487', 'doi': '10.1111/j.1467-8624.2004.00707.x', 'pmcid': 'PMC2913687', 'MID': 'NIHMS220586'}","['Quas JA', 'Bauer A', 'Boyce WT']",10.1111/j.1467-8624.2004.00707.x,,Child development,2913687,3,[],797-814,2004 May–Jun,2004 May–Jun;75(3):797-814,Child Dev,"Physiological Reactivity, Social Support, and Memory in Early Childhood",75
1679,"{'pubmed': [], 'medline': [], 'pmid': '15089817', 'doi': '10.1111/j.1365-2125.2003.02056.x', 'pmcid': 'PMC1884494'}","['Minami J', 'Numabe A', 'Andoh N', 'Kobayashi N', 'Horinaka S', 'Ishimitsu T', 'Matsuoka H']",10.1111/j.1365-2125.2003.02056.x,,British Journal of Clinical Pharmacology,1884494,5,[],632-639,2004 May,2004 May;57(5):632-639,Br J Clin Pharmacol,Comparison of once-daily nifedipine controlled-release with twice-daily nifedipine retard in the treatment of essential hypertension,57
1680,"{'pubmed': [], 'medline': [], 'pmid': '16718305', 'doi': '10.1207/s15327078in0601_6', 'pmcid': 'PMC1464403', 'MID': 'NIHMS9862'}","['Lewis M', 'Hitchcock DF', 'Sullivan MW']",10.1207/s15327078in0601_6,,Infancy : the official journal of the International Society on Infant Studies,1464403,1,[],121-143,2004,2004;6(1):121-143,Infancy,Physiological and Emotional Reactivity to Learning and Frustration,6
1681,"{'pubmed': [], 'medline': [], 'pmid': '12897165', 'doi': '10.1113/jphysiol.2003.050708', 'pmcid': 'PMC2343329'}","['Halliwill JR', 'Morgan BJ', 'Charkoudian N']",10.1113/jphysiol.2003.050708,2003 Aug 1,The Journal of Physiology,2343329,Pt 1,[],295-302,2003 Aug 1,2003 Aug 1;552(Pt 1):295-302,J Physiol,Peripheral Chemoreflex and Baroreflex Interactions in Cardiovascular Regulation in Humans,552
1682,"{'pubmed': [], 'medline': [], 'pmid': '12813142', 'doi': '10.1113/jphysiol.2003.046615', 'pmcid': 'PMC2343224'}","['Pickering AE', 'Boscan P', 'Paton JF']",10.1113/jphysiol.2003.046615,2003 Jun 17,The Journal of Physiology,2343224,Pt 2,[],589-599,2003 Jun 17,2003 Jun 17;551(Pt 2):589-599,J Physiol,Nociception attenuates parasympathetic but not sympathetic baroreflex via NK1 receptors in the rat nucleus tractus solitarii,551
1683,"{'pubmed': [], 'medline': [], 'pmid': '25696224', 'pmcid': 'PMC2499895'}","['Bootsma M', 'Swenne CA', 'Janssen MJ', 'Cats VM', 'Schalij MJ']",,,Netherlands Heart Journal,2499895,6,[],250-259,2003 Jun,2003 Jun;11(6):250-259,Neth Heart J,Heart rate variability and sympathovagal balance: pharmacological validation,11
1684,"{'pubmed': [], 'medline': [], 'pmid': '12626671', 'doi': '10.1113/jphysiol.2003.037192', 'pmcid': 'PMC2342859'}",['Eckberg DL'],10.1113/jphysiol.2003.037192,2003 Mar 7,The Journal of Physiology,2342859,Pt 2,[],339-352,2003 Mar 7,2003 Mar 7;548(Pt 2):339-352,J Physiol,The human respiratory gate,548
1685,"{'pubmed': [], 'medline': [], 'pmid': '12647896', 'pmcid': 'PMC3976417', 'MID': 'NIHMS564436'}","['Reilly KJ', 'Moore CA']",,,"Journal of speech, language, and hearing research : JSLHR",3976417,1,[],164-177,2003 Feb,2003 Feb;46(1):164-177,J Speech Lang Hear Res,Respiratory Sinus Arrhythmia During Speech Production,46
