,ArticleIds,AuthorList,DOI,EPubDate,FullJournalName,Id,Issue,Item,Pages,PubDate,SO,Source,Title,Volume,cites,citedby
1609,"{'pubmed': [], 'medline': [], 'pmid': '17540493', 'doi': '10.1016/j.biopsycho.2007.04.001', 'pmcid': 'PMC2063579', 'MID': 'NIHMS26792'}","['Heilman KJ', 'Porges SW']",10.1016/j.biopsycho.2007.04.001,2007 Apr 29,Biological psychology,2063579,3,[],300-305,2007 Apr 29,2007 Apr 29;75(3):300-305,Biol Psychol,Accuracy of the LifeShirt® (Vivometrics) in the detection of cardiac rhythms,75,['2104699'],"['5375860', '5087362', '4927423', '4659963', '4648697', '3929307', '3825442', '3817494', '3742727', '3734071', '3269511', '3206129', '3117088', '3107393', '2822123']"
1610,"{'pubmed': [], 'medline': [], 'pmid': '17543397', 'doi': '10.1016/j.bbr.2007.04.014', 'pmcid': 'PMC2759113', 'MID': 'NIHMS28674'}","['Brunelli SA', 'Hofer MA']",10.1016/j.bbr.2007.04.014,2007 Apr 27,Behavioural brain research,2759113,2,[],193-207,2007 Apr 27,2007 Apr 27;182(2):193-207,Behav Brain Res,Selective Breeding for Infant Rat Separation-Induced Ultrasonic Vocalizations: Developmental Precursors of Passive and Active Coping Styles,182,"['1665004', '1564614', '305077', '27143', '23979']","['5299477', '4983669', '4912126', '4372449', '3979986', '3979463', '3855545', '3841231', '3402670', '3198175', '3166409', '2516927']"
1611,"{'pubmed': [], 'medline': [], 'pmid': '17454670', 'doi': '10.1080/10739680601139179', 'pmcid': 'PMC4513357', 'MID': 'NIHMS708416'}","['STEWART JM', 'TANEJA I', 'GOLIGORSKY MS', 'MEDOW MS']",10.1080/10739680601139179,,"Microcirculation (New York, N.Y. : 1994)",4513357,3,[],169-180,2007 Apr-May,2007 Apr-May;14(3):169-180,Microcirculation,Noninvasive Measure of Microvascular Nitric Oxide Function in Humans Using Very Low-Frequency Cutaneous Laser Doppler Flow Spectra,14,"['4511478', '2290470', '2290446', '2290218', '1665610', '1665375', '1573628', '296711']","['4042892', '2853263', '2666799']"
1612,"{'pubmed': [], 'medline': [], 'pmid': '17380506', 'doi': '10.1002/dev.20215', 'pmcid': 'PMC3092294', 'MID': 'NIHMS288781'}","['Schuetze P', 'Eiden RD', 'Coles CD']",10.1002/dev.20215,,Developmental psychobiology,3092294,3,[],276-289,2007 Apr,2007 Apr;49(3):276-289,Dev Psychobiol,Prenatal Cocaine and Other Substance Exposure: Effects on Infant Autonomic Regulation at 7 Months of Age,49,"['3093101', '2819363', '2819361', '1721596', '1538973', '1531635', '1464403']","['4703494', '4447302', '4132658', '4050340', '3968185', '3773295', '3640595', '3615144', '3507457', '3188826', '3155819', '3138213', '3082947', '2983086', '2761988', '2710813', '2687525', '2631277']"
1613,"{'pubmed': [], 'medline': [], 'pmid': '18227917', 'doi': '10.1093/ecam/nel114', 'pmcid': 'PMC2176141'}","['Shapiro D', 'Cook IA', 'Davydov DM', 'Ottaviani C', 'Leuchter AF', 'Abrams M']",10.1093/ecam/nel114,2007 Feb 28,Evidence-based Complementary and Alternative Medicine : eCAM,2176141,4,[],493-502,2007 Feb 28,2007 Feb 28;4(4):493-502,Evid Based Complement Alternat Med,Yoga as a Complementary Treatment of Depression: Effects of Traits and Moods on Treatment Outcome,4,['442104'],"['5579495', '5225740', '4959333', '4959324', '4783246', '4761814', '4728960', '4711234', '4681579', '4657418', '4642819', '4565756', '4428135', '4384362', '4377926', '4224639', '4215954', '4153807', '4137278', '4097912', '4097911', '4067931', '4041337', '3934621', '3892748', '3892034', '3836371', '3830175', '3830158', '3768221', '3768217', '3768216', '3768214', '3768211', '3660126', '3573537', '3463199', '3440287', '3440264', '3415184', '3410196', '3136532', '3135902', '3125330', '3099103', '3099097', '3062158', '3033835', '3033352', '3031942', '3026999', '2957109', '2952301', '2892348', '2176143', '2176139']"
1614,"{'pubmed': [], 'medline': [], 'pmid': '17320191', 'doi': '10.1016/j.jad.2007.01.028', 'pmcid': 'PMC2212818', 'MID': 'NIHMS32247'}","['Rottenberg J', 'Chambers AS', 'Allen JJ', 'Manber R']",10.1016/j.jad.2007.01.028,2007 Feb 22,Journal of affective disorders,2212818,1-3,[],173-179,2007 Feb 22,2007 Feb 22;103(1-3):173-179,J Affect Disord,CARDIAC VAGAL CONTROL IN THE SEVERITY AND COURSE OF DEPRESSION: THE IMPORTANCE OF SYMPTOMATIC HETEROGENEITY,103,"['2835626', '2776662']","['5403163', '4857864', '4715735', '4678417', '4426063', '4035568', '4026166', '3906687', '3661358', '2798909', '2794038']"
1615,"{'pubmed': [], 'medline': [], 'pmid': '17376704', 'doi': '10.1016/j.neuroimage.2007.02.006', 'pmcid': 'PMC2062494', 'MID': 'NIHMS22235'}","['Pérez-Edgar K', 'Roberson-Nay R', 'Hardin MG', 'Poeth K', 'Guyer AE', 'Nelson EE', 'McClure EB', 'Henderson HA', 'Fox NA', 'Pine DS', 'Ernst M']",10.1016/j.neuroimage.2007.02.006,2007 Feb 15,NeuroImage,2062494,4,[],1538-1546,2007 Feb 15,2007 Feb 15;35(4):1538-1546,Neuroimage,Attention Alters Neural Responses to Evocative Faces in Behaviorally Inhibited Adolescents,35,"['2733521', '2427145', '1692102', '1482675', '1464099', '123278']","['5096647', '5071108', '5068720', '5067218', '5003319', '4899210', '4779741', '4724382', '4628562', '4562991', '4516130', '4468038', '4445753', '4429203', '4392724', '4356650', '4347469', '4342310', '4314099', '4274047', '4262899', '4249486', '4223008', '4137487', '4119720', '4118474', '4096565', '4006094', '3989122', '3960349', '3949237', '3949127', '3947498', '3756613', '3733938', '3725217', '3614079', '3611590', '3604160', '3575717', '3558536', '3489468', '3489173', '3307369', '3270370', '3241859', '3084535', '3065071', '3060967', '3049952', '3018839', '2951127', '2950223', '2926942', '2902865', '2891508', '2888869', '2884043', '2797525', '2791528', '2791524', '2789287', '2788780', '2785902', '2717208', '2596614', '2475802', '2443697']"
1616,"{'pubmed': [], 'medline': [], 'pmid': '17275370', 'doi': '10.1016/j.smrv.2006.08.001', 'pmcid': 'PMC1893114', 'MID': 'NIHMS20121'}","['Weaver TE', 'Chasens E']",10.1016/j.smrv.2006.08.001,2007 Feb 1,Sleep medicine reviews,1893114,2,[],99-111,2007 Feb 1,2007 Feb 1;11(2):99-111,Sleep Med Rev,Continuous Positive Airway Pressure Treatment for Sleep Apnea in Older Adults,11,"['1758499', '1747125', '1745705', '1745223']","['5406951', '4733787', '4615953', '4507728', '4465781', '4361659', '4268236', '4259214', '4109641', '3963340', '3902881', '3804572', '3792381', '3693176', '3544387', '3521374', '3466796', '3202028', '3142094', '3047597', '2842167', '2727690', '1893551']"
1617,"{'pubmed': [], 'medline': [], 'pmid': '17250853', 'doi': '10.1016/j.jpsychires.2006.12.003', 'pmcid': 'PMC2262283', 'MID': 'NIHMS39609'}","['Roth WT', 'Doberenz S', 'Dietel A', 'Conrad A', 'Mueller A', 'Wollburg E', 'Meuret AE', 'Taylor CB', 'Kim S']",10.1016/j.jpsychires.2006.12.003,2007 Jan 23,Journal of psychiatric research,2262283,3,[],205-212,2007 Jan 23,2007 Jan 23;42(3):205-212,J Psychiatr Res,SYMPATHETIC ACTIVATION IN BROADLY DEFINED GENERALIZED ANXIETY DISORDER,42,[],"['5526214', '5111882', '4538224', '3902149', '3442343', '3075336', '2937198', '2888902', '2874336']"
1618,"{'pubmed': [], 'medline': [], 'pmid': '17234691', 'doi': '10.1113/jphysiol.2006.126748', 'pmcid': 'PMC2075429'}","['Musizza B', 'Stefanovska A', 'McClintock PV', 'Paluš M', 'Petrovčič J', 'Ribarič S', 'Bajrović FF']",10.1113/jphysiol.2006.126748,2007 Jan 18,The Journal of Physiology,2075429,Pt 1,[],315-326,2007 Jan 18,2007 Jan 18;580(Pt 1):315-326,J Physiol,"Interactions between cardiac, respiratory and EEG-δ oscillations in rats during anaesthesia",580,"['2342859', '1464315', '1176033']","['5471314', '4989441', '4822446', '4657055', '4318559', '3882935', '3880107', '3535182', '3446920', '3240427', '3046105', '3017040', '2988451', '2933827', '2933511', '2931758', '2931755', '2900596', '2853263', '2837528', '2805385', '2590649', '2585630', '2527271']"
1619,"{'pubmed': [], 'medline': [], 'pmid': '17204359', 'doi': '10.1016/j.biopsycho.2006.11.001', 'pmcid': 'PMC1885549', 'MID': 'NIHMS21217'}","['Chambers AS', 'Allen JJ']",10.1016/j.biopsycho.2006.11.001,2007 Jan 3,Biological psychology,1885549,1,[],32-36,2007 Jan 3,2007 Jan 3;75(1):32-36,Biol Psychol,Sex Differences in Cardiac Vagal Control in a Depressed Sample: Implications for Differential Cardiovascular Mortality,75,"['2776662', '1828207', '1804292']","['5233715', '5054058', '4715681', '3090496', '3032348', '2791981']"
1620,"{'pubmed': [], 'medline': [], 'pmid': '17181699', 'doi': '10.1111/J.1467-7687.2007.00563.X', 'pmcid': 'PMC2493049', 'MID': 'NIHMS58396'}",['Aslin RN'],10.1111/J.1467-7687.2007.00563.X,,Developmental science,2493049,1,[],48-53,2007 Jan,2007 Jan;10(1):48-53,Dev Sci,What’s in a look?,10,"['1464099', '137800']","['5519447', '5481384', '5438913', '5264757', '5226676', '5186363', '5142767', '5134735', '5055404', '5006841', '4996116', '4987028', '4836047', '4742528', '4673401', '4642283', '4618998', '4593507', '4534272', '4517927', '4496555', '4447618', '4333362', '4324625', '4315258', '4270409', '4213854', '4140166', '4113309', '3996510', '3869868', '3849191', '3839846', '3790075', '3780887', '3722862', '3708991', '3695023', '3628361', '3578727', '3567617', '3532884', '3482231', '3461095', '3459021', '3359326', '3259733', '3144465', '2991405', '2966022', '2910389', '2748119', '2703441', '2605404', '2544461']"
1621,"{'pubmed': [], 'medline': [], 'pmid': '17988321', 'doi': '10.1111/j.1467-8624.2007.01099.x', 'pmcid': 'PMC2267766', 'MID': 'NIHMS39603'}","['DiPietro JA', 'Bornstein MH', 'Hahn CS', 'Costigan K', 'Achy-Brou A']",10.1111/j.1467-8624.2007.01099.x,,Child development,2267766,6,[],1788-1798,2007,2007;78(6):1788-1798,Child Dev,Fetal Heart Rate and Variability: Stability and Prediction to Developmental Outcomes in Early Childhood,78,['1590247'],"['5578909', '5504094', '5240907', '5081933', '5075987', '4894250', '4835043', '4821472', '4808629', '4549003', '4513653', '4471999', '4181965', '3734850', '3558934', '3325507', '2884324', '2851447', '2846092', '2767415']"
1622,"{'pubmed': [], 'medline': [], 'pmid': '17178816', 'doi': '10.1136/jnnp.2006.102343', 'pmcid': 'PMC2117678'}","['Allan LM', 'Ballard CG', 'Allen J', 'Murray A', 'Davidson AW', 'McKeith IG', 'Kenny RA']",10.1136/jnnp.2006.102343,2006 Dec 18,"Journal of Neurology, Neurosurgery, and Psychiatry",2117678,7,[],671-677,2006 Dec 18,2006 Dec 18;78(7):671-677,J Neurol Neurosurg Psychiatry,Autonomic dysfunction in dementia,78,"['1033142', '139930']","['5465406', '5366248', '5348835', '5265775', '4797838', '4386107', '4325905', '4242065', '4095690', '4011966', '3994911', '3764319', '3626090', '3612799', '3526570', '3462171', '3360424', '3002634', '2728607', '2683130', '2677107']"
1623,"{'pubmed': [], 'medline': [], 'pmid': '17170043', 'doi': '10.1113/jphysiol.2006.124396', 'pmcid': 'PMC1865002'}","['Simms AE', 'Paton JF', 'Pickering AE']",10.1113/jphysiol.2006.124396,2006 Dec 14,The Journal of Physiology,1865002,Pt 2,[],473-486,2006 Dec 14,2006 Dec 14;579(Pt 2):473-486,J Physiol,Hierarchical recruitment of the sympathetic and parasympathetic limbs of the baroreflex in normotensive and spontaneously hypertensive rats,579,"['2343224', '2342807', '2270201', '2269655', '1995684', '1474766', '1395737', '1394445', '1392515', '1331897', '1282513', '282194']","['5566179', '5285627', '5157093', '4773922', '4718893', '4227904', '4166749', '4146737', '4079011', '3945212', '3881151', '3691868', '3541349', '3249051', '3097374', '2888563', '2865116', '2810537', '2670083', '2538770']"
1624,"{'pubmed': [], 'medline': [], 'pmid': '17111409', 'doi': '10.1002/dev.20184', 'pmcid': 'PMC2913697', 'MID': 'NIHMS220590'}","['Quas JA', 'Carrick N', 'Alkon A', 'Goldstein L', 'Boyce WT']",10.1002/dev.20184,,Developmental psychobiology,2913697,8,[],686-702,2006 Dec,2006 Dec;48(8):686-702,Dev Psychobiol,Children's Memory for a Mild Stressor: The Role of Sympathetic Activation and Parasympathetic Withdrawal,48,"['2913687', '2913677']","['4557735', '4074920', '3737744']"
1625,"{'pubmed': [], 'medline': [], 'pmid': '17254433', 'doi': '10.1375/183242706779462912', 'pmcid': 'PMC1913188', 'MID': 'NIHMS24651'}","['Baker LA', 'Barton M', 'Lozano DI', 'Raine A', 'Fowler JH']",10.1375/183242706779462912,,Twin research and human genetics : the official journal of the International Society for Twin Studies,1913188,6,[],933-940,2006 Dec,2006 Dec;9(6):933-940,Twin Res Hum Genet,The Southern California Twin Register at the University of Southern California: II,9,"['2927832', '2771426']","['4871259', '4685043', '4685039', '4446360', '4304981', '4255463', '3901635', '3856338', '3819029', '3696520', '3682468', '3675224', '3674229', '3575882', '3375395', '3351554', '3253428', '3185247', '3134591', '3123391', '3113687', '3113684', '2820115', '2771207', '2757760', '2756992', '2706930', '2650743', '2634815', '2609906', '2609904', '1913189']"
1626,"{'pubmed': [], 'medline': [], 'pmid': '17118516', 'doi': '10.1016/j.biopsycho.2005.10.010', 'pmcid': 'PMC2577379', 'MID': 'NIHMS16369'}",['Katz LF'],10.1016/j.biopsycho.2005.10.010,2006 Nov 22,Biological psychology,2577379,2,[],154-164,2006 Nov 22,2006 Nov 22;74(2):154-164,Biol Psychol,Domestic Violence and Vagal Reactivity to Peer Provocation,74,"['2241753', '124425']","['4767800', '4729333', '4695310', '4635509', '4431540', '4338751', '4074920', '3758802', '3701037', '3695441', '3341487', '3068241', '3017667', '2950612', '2839854']"
1627,"{'pubmed': [], 'medline': [], 'pmid': '17107695', 'doi': '10.1016/j.physbeh.2006.09.037', 'pmcid': 'PMC1839927', 'MID': 'NIHMS18354'}","['Grippo AJ', 'Lamb DG', 'Carter CS', 'Porges SW']",10.1016/j.physbeh.2006.09.037,2006 Nov 14,Physiology & behavior,1839927,2-3,[],386-393,2006 Nov 14,2006 Nov 14;90(2-3):386-393,Physiol Behav,Cardiac regulation in the socially monogamous prairie vole,90,"['1828207', '1413878', '1193175', '41222']","['4933013', '4801019', '4753128', '4696317', '4675659', '4390515', '4346391', '4258465', '3988699', '3947225', '3734219', '3442354', '3397123', '3392416', '3108032', '3104077', '3088487', '2914185', '2900422', '2880538', '2841348', '2144909']"
1628,"{'pubmed': [], 'medline': [], 'pmid': '17138310', 'doi': '10.1016/j.infbeh.2006.07.011', 'pmcid': 'PMC1821345', 'MID': 'NIHMS14818'}","['Field T', 'Diego MA', 'Hernandez-Reif M', 'Deeds O', 'Figuereido B']",10.1016/j.infbeh.2006.07.011,2006 Nov 13,Infant behavior & development,1821345,4,[],574-578,2006 Nov 13,2006 Nov 13;29(4):574-578,Infant Behav Dev,Moderate Versus Light Pressure Massage Therapy Leads to Greater Weight Gain in Preterm Infants,29,[],"['5467308', '5406680', '5389912', '5198097', '5045952', '4520757', '4398405', '3921362', '3851000', '3647010', '3531576', '3507248', '3317228', '3162946', '3133856', '3107905', '3088531', '2844909', '2556849']"
1629,"{'pubmed': [], 'medline': [], 'pmid': '17067734', 'doi': '10.1016/j.biopsycho.2005.09.00', 'pmcid': 'PMC1828207', 'MID': 'NIHMS16384'}","['Denver JW', 'Reed SF', 'Porges SW']",10.1016/j.biopsycho.2005.09.00,2006 Oct 25,Biological psychology,1828207,2,[],286-294,2006 Oct 25,2006 Oct 25;74(2):286-294,Biol Psychol,Methodological Issues in the Quantification of Respiratory Sinus Arrhythmia,74,"['2904511', '2342859', '1282744', '1156804']","['5471673', '5446802', '5433274', '5339732', '5319881', '5316555', '5293607', '5289546', '5112550', '5071706', '5070064', '4980075', '4976015', '4956523', '4923594', '4911543', '4784639', '4783246', '4635509', '4458705', '4456404', '4338751', '4336820', '4327836', '4293203', '4188934', '4150817', '4114728', '4111972', '4108383', '4106423', '4086956', '4074920', '4055035', '3980485', '3872389', '3752439', '3748643', '3741613', '3728204', '3686561', '3685150', '3624857', '3622660', '3576706', '3341131', '3307046', '3269511', '3267933', '3245812', '3241848', '3225923', '3217222', '2990812', '2921532', '2888902', '2723717', '2082054', '1885549', '1868418', '1839927']"
1630,"{'pubmed': [], 'medline': [], 'pmid': '17056142', 'doi': '10.1016/j.ijpsycho.2006.08.00', 'pmcid': 'PMC1790728', 'MID': 'NIHMS16211'}","['Bazhenova OV', 'Stroganova TA', 'Doussard-Roosevelt JA', 'Posikera IA', 'Porges SW']",10.1016/j.ijpsycho.2006.08.00,2006 Oct 23,International journal of psychophysiology : official journal of the International Organization of Psychophysiology,1790728,1,[],64-76,2006 Oct 23,2006 Oct 23;63(1):64-76,Int J Psychophysiol,Physiological responses of 5-month-old infants to smiling and blank faces,63,"['2927138', '1365448']","['4939105', '4615531', '4604256', '4065189', '3795304', '3721435', '3684385', '3530477', '3347767', '2844902']"
1631,"{'pubmed': [], 'medline': [], 'pmid': '17055142', 'doi': '10.1016/j.biopsycho.2006.08.007', 'pmcid': 'PMC1828879', 'MID': 'NIHMS16382'}",['Porges SW'],10.1016/j.biopsycho.2006.08.007,2006 Oct 19,Biological psychology,1828879,2,[],301-307,2006 Oct 19,2006 Oct 19;74(2):301-307,Biol Psychol,A phylogenetic journey through the vague and ambiguous Xth cranial nerve: A commentary on contemporary heart rate variability research,74,"['1626384', '1081519']","['5433274', '5023471', '3960349', '3766820', '3726866', '3674026', '3638059', '3613775', '3192008', '2866176', '2689369']"
1632,"{'pubmed': [], 'medline': [], 'pmid': '17055141', 'doi': '10.1016/j.biopsycho.2006.09.005', 'pmcid': 'PMC2773670', 'MID': 'NIHMS16383'}","['Calkins SD', 'Graziano PA', 'Keane SP']",10.1016/j.biopsycho.2006.09.005,2006 Oct 18,Biological psychology,2773670,2,[],144-153,2006 Oct 18,2006 Oct 18;74(2):144-153,Biol Psychol,Cardiac vagal regulation differentiates among children at risk for behavior problems,74,['2764261'],"['5489373', '5460626', '5433274', '5417687', '5415091', '5400668', '5367959', '5242209', '5242087', '5065133', '5023471', '5011018', '4967088', '4944757', '4912905', '4867261', '4828199', '4806398', '4737994', '4729811', '4695310', '4685726', '4678417', '4644512', '4635509', '4625793', '4540645', '4485388', '4476628', '4464793', '4447302', '4431540', '4219737', '4165529', '4163043', '4160114', '4150817', '4132658', '4106433', '4074920', '4043866', '3992193', '3874140', '3864192', '3758802', '3742727', '3702671', '3695441', '3651760', '3625698', '3594003', '3582338', '3582334', '3478779', '3475510', '3473033', '3409342', '3346257', '3341487', '3296865', '3290722', '3275886', '3202312', '3170998', '3115536', '3079208', '3021453', '3018741', '3017667', '3004152', '2922756', '2918238', '2860183', '2858777', '2854309', '2848485', '2846098', '2839854', '2796479', '2782636', '2775424', '2630713']"
1633,"{'pubmed': [], 'medline': [], 'pmid': '17049418', 'doi': '10.1016/j.biopsycho.2006.06.009', 'pmcid': 'PMC1868418', 'MID': 'NIHMS16373'}",['Porges SW'],10.1016/j.biopsycho.2006.06.009,2006 Oct 16,Biological psychology,1868418,2,[],116-143,2006 Oct 16,2006 Oct 16;74(2):116-143,Biol Psychol,The Polyvagal Perspective,74,"['2342859', '2082054', '1828207', '1405736', '123278', '15559']","['5546096', '5536172', '5534856', '5533510', '5522618', '5502205', '5499532', '5491646', '5489373', '5489247', '5482784', '5470319', '5464985', '5446802', '5444964', '5434670', '5433274', '5423540', '5417687', '5415091', '5414146', '5404237', '5399990', '5390771', '5345012', '5340770', '5335901', '5328282', '5323326', '5319881', '5316555', '5293607', '5280059', '5242209', '5242093', '5242087', '5233715', '5215702', '5193164', '5167004', '5143509', '5140009', '5119897', '5079809', '5079268', '5071706', '5065133', '5042550', '5041278', '5030332', '5029787', '5025532', '5020391', '5016034', '5010618', '4985655', '4967088', '4965342', '4956523', '4944757', '4943929', '4933700', '4923083', '4919979', '4918628', '4911543', '4907884', '4888421', '4877440', '4867261', '4858525', '4855566', '4854889', '4846306', '4828199', '4826727', '4822439', '4821472', '4806398', '4805499', '4801752', '4801019', '4800828', '4788470', '4785014', '4778981', '4773141', '4764500', '4753128', '4737994', '4734876', '4715735', '4709223', '4707379', '4701942', '4695310', '4690962', '4685726', '4685006', '4678417', '4676742', '4672226', '4666770', '4645095', '4644512', '4635509', '4625793', '4604256', '4565756', '4557735', '4517538', '4511108', '4502254', '4478218', '4476628', '4468004', '4458705', '4454376', '4447302', '4439542', '4437920', '4437810', '4435975', '4431540', '4426436', '4426063', '4424840', '4422221', '4387872', '4381623', '4364614', '4350398', '4350240', '4346391', '4338751', '4333737', '4332392', '4325657', '4320967', '4317269', '4316402', '4314214', '4311731', '4311559', '4301408', '4300857', '4299660', '4293203', '4286032', '4286011', '4258465', '4253399', '4250338', '4227946', '4180783', '4180405', '4179748', '4179616', '4166660', '4165529', '4152223', '4151166', '4150817', '4149373', '4139484', '4132658', '4117928', '4114728', '4108383', '4107362', '4107166', '4103355', '4080880', '4078043', '4076387', '4074920', '4055035', '4048702', '4043866', '4040919', '4031442', '4026166', '4008966', '4004606', '3999342', '3990390', '3979156', '3970013', '3952490', '3948282', '3947225', '3947101', '3929367', '3928802', '3913224', '3912748', '3912743', '3910346', '3906687', '3892998', '3888936', '3874140', '3867662', '3834351', '3833551', '3832785', '3787958', '3778122', '3773295', '3767155', '3766820', '3763941', '3758802', '3751406', '3749920', '3742727', '3741613', '3737744', '3734219', '3734104', '3728977', '3726866', '3726255', '3702671', '3701037', '3695441', '3695384', '3685150', '3646924', '3639962', '3638059', '3633946', '3631206', '3630249', '3622765', '3622660', '3615144', '3610863', '3589438', '3582334', '3532520', '3521366', '3515439', '3501701', '3478779', '3475510', '3473033', '3449170', '3442284', '3429409', '3421432', '3409342', '3408111', '3397123', '3392416', '3341487', '3327158', '3306324', '3293254', '3290722', '3275886', '3269511', '3266914', '3266750', '3241848', '3212037', '3211111', '3206129', '3203543', '3178448', '3170998', '3154261', '3130063', '3122270', '3115536', '3109220', '3108032', '3090496', '3088487', '3079208', '3069147', '3068241', '3062736', '3061260', '3044882', '3038268', '3032361', '3021453', '3017667', '2964059', '2964051', '2918238', '2914185', '2906444', '2891761', '2889485', '2888902', '2881831', '2875284', '2872043', '2869467', '2866176', '2860183', '2858778', '2858777', '2855827', '2854309', '2848485', '2847501', '2843144', '2841348', '2839854', '2835364', '2796479', '2782636', '2752321', '2749813', '2748677', '2745989', '2729513', '2682625', '2593749', '2573022', '2325919', '2144909', '1954950']"
1634,"{'pubmed': [], 'medline': [], 'pmid': '17045726', 'doi': '10.1016/j.biopsycho.2005.08.008', 'pmcid': 'PMC1801075', 'MID': 'NIHMS16376'}","['Beauchaine TP', 'Gatzke-Kopp L', 'Mead HK']",10.1016/j.biopsycho.2005.08.008,2006 Oct 12,Biological psychology,1801075,2,[],174-184,2006 Oct 12,2006 Oct 12;74(2):174-184,Biol Psychol,Polyvagal Theory and Developmental Psychopathology: Emotion Dysregulation and Conduct Problems from Preschool to Adolescence,74,['24401'],"['5522618', '5502205', '5491646', '5489247', '5482789', '5433274', '5400668', '5376620', '5242087', '5237627', '5237621', '5096997', '5088655', '5079268', '5065133', '5025532', '5023471', '5020391', '5011018', '4968082', '4967088', '4966883', '4944757', '4911543', '4909613', '4828199', '4747050', '4729811', '4709223', '4635509', '4629833', '4625793', '4593493', '4557735', '4464793', '4447302', '4437810', '4431540', '4427060', '4422221', '4389219', '4385475', '4333737', '4320967', '4314214', '4300857', '4278408', '4277603', '4166660', '4163043', '4160114', '4150817', '4108383', '4076387', '4074920', '4066958', '4026166', '4013470', '4008972', '4008966', '4004606', '3992193', '3955712', '3952490', '3913224', '3904442', '3874140', '3827584', '3786007', '3773295', '3726563', '3702671', '3695441', '3654393', '3622660', '3613285', '3582338', '3534929', '3532520', '3478779', '3475510', '3449170', '3409342', '3346257', '3341487', '3293254', '3269568', '3267933', '3212037', '3203543', '3170998', '3158590', '3112468', '3101359', '3068241', '3057683', '3021453', '3018741', '3017667', '2918238', '2891761', '2889485', '2881831', '2866176', '2862572', '2846098', '2843144', '2761148', '2757641', '2749813', '2745989', '2729513', '2709751', '2696631', '2696274', '2690982', '2690981', '2606713', '2577718']"
1635,"{'pubmed': [], 'medline': [], 'pmid': '17034928', 'doi': '10.1016/j.biopsycho.2006.07.006', 'pmcid': 'PMC1804292', 'MID': 'NIHMS16375'}","['Masi CM', 'Hawkley LC', 'Rickett EM', 'Cacioppo JT']",10.1016/j.biopsycho.2006.07.006,2006 Oct 10,Biological psychology,1804292,2,[],212-223,2006 Oct 10,2006 Oct 10;74(2):212-223,Biol Psychol,"Respiratory Sinus Arrhythmia and Diseases of Aging: Obesity, Diabetes Mellitus, and Hypertension.",74,"['2958692', '2278718', '508587', '303533']","['5500286', '5433274', '4801019', '4437920', '4426063', '4277197', '3767155', '3695441', '3293254', '3219414', '3206129', '3004152', '2918238', '2783459', '2689369', '1885549']"
1636,"{'pubmed': [], 'medline': [], 'pmid': '17011823', 'doi': '10.1016/j.clinph.2006.07.314', 'pmcid': 'PMC2289770', 'MID': 'NIHMS14838'}","['Togo F', 'Cherniack NS', 'Natelson BH']",10.1016/j.clinph.2006.07.314,2006 Oct 2,Clinical neurophysiology : official journal of the International Federation of Clinical Neurophysiology,2289770,12,[],2597-2603,2006 Oct 2,2006 Oct 2;117(12):2597-2603,Clin Neurophysiol,Electroencephalogram Characteristics of Autonomic Arousals During Sleep in Healthy Men,117,[],"['4835312', '4100066', '3468598', '3029501', '2909648', '2279756', '2225566', '1978348', '1978337']"
1637,"{'pubmed': [], 'medline': [], 'pmid': '16919175', 'doi': '10.1186/cc4983', 'pmcid': 'PMC1751018'}","['Gatheral T', 'Bennett ED']",10.1186/cc4983,2006 Aug 15,Critical Care,1751018,4,[],225,2006 Aug 15,2006 Aug 15;10(4):225,Crit Care,Year in review 2005: Critical Care – cardiology,10,"['1550788', '1414055', '1414050', '1414031', '1414018', '1414017', '1414005', '1297619', '1269463', '1269455', '1269452', '1269443', '1175927', '1175925', '1175882', '468899', '403831']",[]
1638,"{'pubmed': [], 'medline': [], 'pmid': '21776177', 'doi': '10.1002/imhj.20097', 'pmcid': 'PMC3138550', 'MID': 'NIHMS288778'}","['Schuetze P', 'Lawton D', 'Eiden RD']",10.1002/imhj.20097,,Infant mental health journal,3138550,4,[],383-404,2006 Jul-Aug,2006 Jul-Aug;27(4):383-404,Infant Ment Health J,Prenatal Cocaine Exposure and Infant Sleep at 7 Months of age: The Influence of the Caregiving Environment,27,"['4213812', '3526890', '3093101', '2819363', '2819361', '2012111', '1531635']",['3146754']
1639,"{'pubmed': [], 'medline': [], 'pmid': '18648636', 'doi': '10.2203/dose-response.004.01.002.Thayer', 'pmcid': 'PMC2477656'}",['Thayer JF'],10.2203/dose-response.004.01.002.Thayer,2006 Jun 20,Dose-Response,2477656,1,[],2-21,2006 Jun 20,2006 Jun 20;4(1):2-21,Dose Response,On the Importance of Inhibition: Central and Peripheral Manifestations of Nonlinear Inhibitory Processes in Neural Systems,4,"['218779', '22229']","['5133191', '4621713', '4361087', '4152223', '4123830', '4097943', '3630366', '3560753', '3500464', '3214128', '3113724', '2949498', '2860274']"
1640,"{'pubmed': [], 'medline': [], 'pmid': '16780581', 'doi': '10.1186/1472-6793-6-5', 'pmcid': 'PMC1523191'}","['Sica AL', 'Zhao N']",10.1186/1472-6793-6-5,2006 Jun 16,BMC Physiology,1523191,,[],5,2006 Jun 16,2006 Jun 16;6:5,BMC Physiol,Heart rate variability in conscious neonatal swine: spectral features and responses to short-term intermittent hypoxia,6,"['2290470', '1665248', '1193152']","['4252616', '4228839', '3224473', '2614551']"
